name	STL40001	STL50160	STL20014	STL10240	STL10562	STL50315	STL20316	STL11021	STL50425	STL40635	STL10896	STL40673	STL20497	STL20112	STL40455	STL10793	STL10956	STL20672	STL40720	STL50520	STL10191	STL20117	STL10877	STL40535	STL20481	STL40511	STL11080	STL40626	STL20539	STL40521	STL10860	STL40555	STL20522	STL40014	STL40593	STL20185	STL10458	STL11073	STL20276	STL10575	STL11057	STL11122	STL20136	STL40229	STL20378	STL40017	STL20644	STL20654	STL20630	STL40716	STL40691	STL20653	STL40701	STL20648	STL10603	STL20292	STL40244	STL10762	STL20184	STL11041	STL40554	STL40595	STL40066	STL40180	STL40437	STL40280	STL20461	STL40571	STL10915	STL40539	STL10884	STL11089	STL40487	STL40040	STL10705	STL10836	STL10590	STL10279	STL10263	STL20631	STL10811	STL11040	STL10126	STL10405	STL10177	STL10022	STL10180	STL40177	STL10037	STL10323	STL10504
cpd_721	92736513	74525795	123744935	14265338	37928168	17891768	43750183	664239	37531468	75987523	64407414	18875785	32770193	25756620	77807681	17466885	51358099	31641914	51532593	57358434	13399711	32273641	11038630	25192937	8166438	34507254	21289217	61200763	35412044	80260301	21786788	16759424	16594010	34377663	22874084	94628519	41233027	19687047	55309441	27680074	15396541	5719883	18288770	37800597	52754867	64029719	15685117	69978349	7068127	336565604	24404125	28757944	121362258	62871868	40321039	9634092	64920862	23755013	19701224	194265762	34317395	4888749	16826522	20817684	31201465	30709359	54652915	66771335	46817446	35476292	1464255	13504821	46351737	11827711	66080927		1081917	21402324	184600903	35640449	124772349	15014363	64326156	4707980	40392885	43973840	29425392	16772212	221999840	28815829	26025822
cpd_722	9417382	19383604	11087295	11060275	3600242	4031548	5076309	5924205	4086289	13596601	2908084	771142	19786779	3739609	13359456	10319762	322431	754493	2474208	391254	7191738	8770952	12909652	18714011	12379143	8353950	4842397	14195247	8954135	4402496	16427202	12616448	1286216	18692314	1054001	16162968	6125427	6303092	598062	574075	12468692	7757930	8834999	12060851	16988884	11708072	23544863	10713419	13321246	6427194	8691274	1990469	1928584	9498566	9947090	674176	534505	2994411	35391084	17773575	3274764	14231614	741195	7377892	11549964	27739026	10134111	9797217	20014738	7703707	12647517	8625287	871915	16507078	9932522	80340457	7485922	8146150	5174903	2825504	12961416	992074	13826749	66474473	9910014	8079942	584880	500159	11426659	11814411	17178261
cpd_723	1685	12984	6768	87501	27923	34749	14246	50390	8192	17930	27835	23953	32666	39455	43541	75217	2814	14455	7285	17978	15128	20940	20051	3982	5202	21325	40614	15436	13451	12088	14474	29408	11526	146951	11027	75000	22931	60756	42661	7603	56215	48220	14178	14211	14504	14136	14968	27841	54805	12174	19054	16128	12792	14431	81490	23151	8580	14518	29034	68903	11200	8178	7663	19367	50349	13861	15778	26885	43933	53809	90399	44152	7700	52953	73700		61029	31521	57226	17504	17141	12340	215016	24048	32347	24888	8710	9695	87364	18157	90669
cpd_724	2892292	608964	2269456	4191368	115091	124941	1243034	32182	10867343	74402	21513	122109	320785	2728090	18223887	1026424	32014	138535	81422	361258	1208310	3097221	6483561	69940	118582	847701	40473	7083533	3891216	615444	222598	305616	156711		110934	32324	19436177	64295	4945508	293173		38962	1383729	560866	1678102	216167	278345	319150	55194	2629971	579697	1040027	208901	189960	413317	501886	801966	285440	2569811	116407964	1120134	311155	412686	614780	51943	275826	922831	860934	341885	221719	234906	89285	202466	611272	1809918		322466	216863	1525943	274253		238425	31072121	389583	664074	635202	819225	1332429	505212		
cpd_725	284151	6299	23793	3072512	692884	982484	176509	1115280	442895	861866	682168	15308	75229	34918	803067	1810295	69711	12309	1110213	32921	468799	5835	1415667	2435094	2178727	1605723	1887178	212400	11153	860830	63728	1846062	7920	3272408	7528	2084149	599694	2792813	6858	44384	1388778	1568728	1772831	569543	1490752	1739	16920	806024	1116125	449783	1208854	1237142	42690	803579	2632471	1585954	1451311	102573	1124905	1582288	1240227	170620	18357	1227805	1795245	1492766	1263241	845403	776895	1540333	1966584	1435850	94900	2574225	1789643		3804488	1117504	1544949	721821	124548	41129	2895556	611523	833605	1014781	124990	21181	1915316	708726	2504165
cpd_726	5226	14838	11094	50284	3810	2495	3513		8005	18944	7462	31590	14628	6423	22823	88978	7984	49405	43818	38238	39832	2189	31189	4016	30176	232240	198275	9099	7381	21188	74780	38795	96951	35650	17736	4191361	38321	482830	18306	11678	9694	10642	37354	20336	18164	7426	18169	8963	15373	12611	22139	15311	14620	13768	63101	177409	6645	45978	54822	4725970	35581	47848	3198	4707	13092	38816	54388	30333	26728	8868	4788	11327	25855	123104	166714	38731964	13485	12128	27217	14309	5909	3864	92494	7869776	635879	9639	4119	6317	40435182	7395	138736
cpd_727				28195				27212		88923					53277	531679			139251		1034364		57001		84059																																																																		
cpd_728	3326	12252	9039	158594	332	637	3810	97323	149975	138175	1575	26999	3752	2391	68064	612296	2517	39352	37229	24578	1434379	1559	30199	5022	28286	964475	672685	8605	11084	40382	42489	67009	39027	57544	10218	34201797	42073	111468	12431	8624	13509	16628	759074	84339	19834	8909	9127	11598	50497	109380	91877	8393	10207	20654	406180	1735071	15317	24627	1049161	5090195	90927	21038	4721	29456	40723	96312	81834	252110	117904	14746	3633	56506	41961	68920	454863	108250163	18000	27750	233676	4418	17062	2702	522220	39305282	373034	31230	3016	7058	286309651	7088	789144
cpd_729	107557					137594	262627				201358	233979					32256	51967	243890		243871		147820	354806	598603	848072	737042	7144		207262	87062	504241	264293		117781	4190396		1475984					2396602		694176						327955	215584		522754	659834	2971640	476268	510015	161982	11769667	656470	358652		1262422		969085	1152108	393530		33086	14300	63459	445770	1283472	506688	74543491	112366		44410	215349	10140		497582	10014382	3539248				214129439		567099
cpd_730	20027	1197	5821	1084	8243	35287	48051		3462	4658	28127	11177	2791	2991	806	115	2694	7721	39076	5287	68765	3981	95485	106838	142103	8266	112421	10238	6996	26912	9755	149320	41652	10381	6129	18357	9048	65438	8515	7770	8247	30634	431608	6405	121221	8480	16936	6880	10411	5179	52816	12842	9970	11831	174319	404613	60201	40101	4792	94707	74669	11327	4370	312148	6046	4074	95755	2983	4762	7969	13621	4306	23183	101682	6985	11392525	59613	21394	4235	12254	9139	3871	4280	28074	68648	25274	3792	4606	12092060	6233	3437
cpd_731	10287	5857	6346	1695	10784	22044	10284	849	2640	2056	52513	7905	11591	10334	3813	3005	27359	6476	28978	6359	5768	1962	29206	78003	51922	4863	12532	3893	3711	8864	6051	65259	5019	7316	5834	12598	5150	34223	4306	6099	6186	11157	11583	6867	75177	6097	8288	3477	7460	7466	19262	11807	7024	5869	43411	26708	14951	17748	4726	7916	32997	6420	2933	22144	6267	3990	64981	3367	5409	7886	13689	5411	8335	54926	6735	100311	58392	6128	4445	8896	6331	4072	3801	13618	40901	14307	3973	3481	130432	6518	4500
cpd_732	13171	12787	13708	21259	16263	20710	17628	14499	30707	18481	13102	9904	14407	11420	11151	15370	13880	13086	11122	12763	32489	11405	19271	14357	17171	11688	17031	10045	13475	11888	11377	16600	9721	17519	9088	27886	24536	26008	12198	10958	27709	23036	9429	16152	9767	17614	16818	12294	27773	15167	14338	12346	21042	15125	22290	13152	15667	30495	15264	20449	15249	8995	15798	9349	16726	13038	13087	14240	17993	13505	19534	13890	23722	13348	22660	44811	17090	15056	17362	15567	14667	20096	19804	44440	17811	13847	17021	13310	16144	37408	20374
cpd_733	12211	46151	2614	48717	68262	17959	24842	206364	131929	61913	48544	53710	21055	17530	33135	93546	22333	50889	73254	42193	159879	53994	97371	29056	58865	26913	23732	25014	27755	16333	21389	146083	27803	24199	16388	30509	13563	28846	6540	34072	12786	40343	11300	11611	10304	5307	16133	15679	176613	24839	74214	57320	60853	26055	68336	53072	50944	55609	13725	33791	46193	12793	36457	9615	17636	21355	12270	20569	44256	15379	17048	30563	15528	24558	42110	366	49582	10379	20659	91290	12092	5256	743	13380	5114	2283	3589	5071	3095	17236	8465
cpd_734	693076	279789	1001175		145847	210770	810305			132414	883902	1441654	719298	479337	11475115	117699	446067	1409609	389429	1060148	42045	1255892	882709	720106	1654616	824139		3208299	2941762	234583	7386958	1164113	774467	67947	4907411		296627		28389057	2578718			779147	732298	2471955	1976011	367237	435257		278488	2001793	574373	857082	1578958	333880	8035479	136663	10673281	301484	186456	934303	10561538	1259416		942809	382812	1508167	317447	241058			253729	1166587	932195			1659812	326755	267084	1107131	2270130	544853			550987	440707	1609654	2535114			51675
cpd_735	30774	63113	54892	52797	28440	76052	47155	14034	16167	18882	65769	200873	32684	19082	1188497	14045	30385	32997	20991	35581	7901	14357131	23382	24238	60586	49563	7168	46803	199652	114513	22578	58460	42153	7965	265232	6168	5026	66152	888566	38155	41123	9735	108254	33746	220960	253331	29688	57465	9733	96216	16706957	48118	323493	121735	10694	37480	30440	34892	5789	21842	18681	42405	69710	16758	18745	10920	51757	15861	9217	15411250	32363	13412	53517	39257	24426	8032	8213	6608606	8550	49251	85240	11599	39239	14403	78922	489598	52539	36336	101426	10143	7910
cpd_736	9416	10434	13027	26795	9408	17585	7777	15154	14526	13344	8316	12277	14445	14533	154924	12214	6326	4275	11827	8186	9255	34166	9358	6118	5577	17843	24492	32205	90666	22974	10351	15254	6663	21111	135954	24605	13343	22714			26900	15285	16467	10804	27009	47633	10743	8805	21905	9300	97856		11740	29369	14976	5072	5019	7234	16281	16373	3112	4866	36435		24524		14119	11405		785641	24756	18755		27196	32726	29251	10979	101976	23141	29776	4341	10404	28208	38178	44005	174481	8049	4269	59354	25502	22098
cpd_737	41630	22016	66180	141236	63931	186338	140307	37377	43829	44280	50239	114655	57290	41930	902919	50546	29885	29480	39775	24631	23103	5572582	31694	36316	9737	52427	36313	45623	218464	353868	17234	55628	73227	33553	187140	25483	23834	142204	174299	51993	85691	39404	81866	51913	177042	188080	42058	31903	46734	50687	8413402	15962	59393	189588	37184	35717	58193	40208	16359	52180	21863	47588	70804	5041	35670	14511	35416	21161	20776	10904508	49559	27538	43923	46340	57424	26433	19355	2825915	22244	55154	45051	29317	135853	45762	57239	551496	81093	28309	284148	45653	29583
cpd_738	35366	35716	45973	71244	34019	82076	21521	11093	13176	16817	31419	116113	26123	15562	1733047	11213	15601	30551	30227	28425	5144	10506231	13347	60907	13273	46387	7562	75699	377474	58881	9908	65224	12316	7768	413176	10435	9657	231468	13121	11167	68405	5890	100353	14615	123539	160533	13003	16817	8400	27898	11045669	11245	135372	66987	8651	13317	29275	23026	10715	23149	31858	76733	51617	15085	23520	7463	28052	18562	12303	126804	54289	8424	32798	102756	24254	10981	30528	4166902	13079	34786	22407	12731	97782	10877	25790	459511	33211	20926	25152	30727	8447
cpd_739	31191	28421	34246	23656	64989	36404	12655	1142	2875	6179	21473	56268	12092	11144	833678	1776	12245	48187	36356	48648	521	6250966	6027	59240	31580	13450	1809	35065	206087	13125	27940	29954	7946		145813	711	224	216814	5904	11543	37202	317	342518	8944	42006	70497	4198	45038		12286	4858453	24798	573947	35644	205	7863	24243	15577	1117	4733	106366	49728	9044	21790	6014	4151	5543	9210	1723	26407	29429	1163	24137	120310	1215		15056	1118550		6054	9071	17934	38517	682	10716	139927	93255	24284	244	4393	26
cpd_740	29527	15857	35653	72775	35556	48968	34640	42646	55996	50223	54327	21387	39218	43270	119772	46909	32413	16205	30037	26383	27866	1414	34035	26080	13142	136733	72000	109083	75761	82598	56634	66791	65499	101294	351485	108132	72830	47501	58209	36840	133997	96631	28028	88575	151585	77273	90586	56665	118320	82651	78880	25339	4080	99603	79211	41976	32376	44166	61697	86143	13449	21610	75719	6501	79258	105622	35028	49980	63051	363365	65483	66008	40952	41593	91269	126203	47365	86789	80298	85140	29215	68876	79442	115421	194066	208056	18181	20528	167387	85523	87383
cpd_741	13177	7443	15243	41408	15574	23917	11094	16418	22837	18779	14047	14460	18166	14975	188442	15156	9552	8121	14449	8177	9569	15543	12403	11002	3677	31420	14010	52999	28044	19521	10202	19509	10313	23853	324018	26251	16014	50043	23027	8764	46968	21471	7460	15245	33650	31684	19069	30422	21777	18136	74688	6022	10752	20499	23677	12538	7659	10615	22373	20071	1999	10580	14228	1498	20094	15498	5514	10515	19123	18679	24327	12982	13498	18610	18014	21872	15226	42862	19738	41814	8213	15612	34755	23918	34996	70631	6412	8416	16534	25987	24488
cpd_742	65829	14617	277007	311992	117679	285562	289647	74534	86187	73822	108119	46078	110555	113670	412184	158505	63705	16447	69193	32450	53625	623065	91251	48086	19145	287022	145743	84283	105811	1032928	44195	168646	1752825	150515	259380	88794	89986	125073	242920	430918	253856	178393	37625	337500	249215	89353	80185	41238	162055	122942	3226355	36987	2196	337183	127839	151173	116020	132641	58676	234747	142459	32399	117206	7596	128056	46586	68864	92880	61459	10349151	139466	78512	687954	39171	155717	99792	79448	721688	94153	137331	15319	96378	367039	130482	158953	590940	149004	22323	736227	169616	92201
cpd_743	50800	29983	65669	240803	45191	189689	41174	36049	44550	38065	52853	110697	59049	33991	1668822	45161	24558	38720	52654	25733	21916	6604694	34417	52448	21022	245991	65835	142606	378916	219648	42300	336988	44371	56783	712794	59107	39639	506898	49106	26410	203996	39553	107945	72186	193192	191474	47812	78633	48351	51263	8303036	16479	96401	158536	41199	58316	102463	75961	52525	126362	42608	208187	98237	22594	127627	39344	49755	67370	41794	144431	176091	33856	68032	145144	131877	69217	94362	2947165	51839	88317	59093	38203	386299	61558	88416	562966	44663	55304	104960	172283	58611
cpd_744	42762	44628	43022	114345	33779	98788	11981	13380	17153	19120	21322	57215	29064	14490	960726	18721	11129	32704	40637	20668	6809	4305457	13134	46875	13214	81800	38547	89253	328305	66236	23936	178147	16208	18602	379397	20639	15419	638896	15289	16827	112191	13724	97422	21223	56520	72074	15988	69728	14998	25690	3750602	5737	176453	56915	11274	23263	62645	33311	17713	55821	36874	156029	23895	37596	86205	14244	19030	42964	13033	54889	156450	10157	33704	130965	39540	20509	58329	1285876	17552	42411	22377	14241	222580	19927	35224	217019	76440	42769	14283	86958	15665
cpd_745	7880	9805	8854	16280	5733	19043	1876				6966	13030	1714	676	330005		741	8732	4892	6027		1036784	7553	8030	6674	4658		5587	131503		757	29377	69		9477		138	223059	266	1731	18479		38172	255	8966	13641		22153		493	350831	1112	69594	10120		1020	11610	4977		1989	11102	26855		7368	9646	83	1287	4841	105	837	44417	174	2233	25756			9973	157562		307	1298		31627			55303	20663	4438	177	6996	
cpd_746	545	4416	2445	301	10017	1090	189				1160	5130	170		99926		144	1791	241	2895		464908	1880	6053	2676	497			199979		3867	27239			1455			55551		1327			15229		539	830		5195			31731	933	40485	1230							14271	14156		1612			4843	460		1048	11112		739	7893				224042			533		776			10906	5850	1067			
cpd_747	37286	9562	61643	111037	62111	66248	84064	55673	63203	61169	46338	6354	36898	52816	36573	75962	40369	3182	36713	21781	38008		47993	27724	2328	510255	232530	227340	12753	370521	105524	166856	637676	301336	722477	299224	228595		151431	116554	377823	207582		322232	129235	62289	140942	3745	248533	173599	127150	54246	13151	236872	219343	111246	59906	127782	175927	337350	3989	8899	156603		164546	143993	97536	122159	170304	488682	227521	195595	297879		244977	319109	194693	185405	255619	247802	15208	168364	303105	294928	368824	358192	5948	5027	520021	232205	204739
cpd_748	25501	11923	27887	100329	33703	49035	24508	35134	39211	38101	29107	12432	29282	25531	196653	32272	18645	12441	25544	15895	21858	2582	27982	19455	5116	147225	54862	107875	43245	67509	35038	76658	33721	74520	716309	86413	56657	89372	57519	28778	135353	65570	20492	68941	65397	52881	56351	51102	99725	46122	88942	20186		64575	81634	44500	35554	30247	73897	68809	4291	18185	42007	6383	61394	53033	26805	46794	51280	46179	69143	42697	29929	51531	69449	95780	66185	78379	75853	105155	2715	38603	94080	70241	84106	97550	8632	10968	49608	82216	59557
cpd_749	19333	11898	14872	50415	15676	26716	10096	17012	18870	20872	13279	13946	19261	14952	113641	15123	7438	7478	17194	8668	9756	6806	13707	11760	5781	57098	35154	98361	41480	34654	22702	38958	20967	52116	663103	63407	35309	110089	45692	22593	82686	44882	9366	37608	26414	28293	47853	62557	67654	30902	31821	11388	15617	19760	39584	30247	19938	15267	52295	29856	8446	18439	19755	10394	42762	26437	15330	31563	32953	9889	49077	24512	12354	51938	39647	49686	26730	36895	50852	81893	12842	26351	62718	52220	68378	35792	10440	17330	32195	57650	46118
cpd_750	144123	156652	4954302	705533	427446	1519124	1928081	78543	183816	168049	452201	106000	688719	1313220	247059	610147	337705	55769	282825	80797	178134	208635	711086	120228	177378	831225	558414	155366	11962	8295610	138302	362942	15731887	377840	366637	144231	394712	464803	2529163	5776101	1243451	748565	74302	1111910	987108	138132	192558	52377	277494	470610	1513707	186357	25045	690036	382545	2074288	500491	725487	125949	1125422	627429	128733	543988	178528	897831	79422	456389	430174	158090	9055073	631151	347921	10265694	190763	550593	174559	498841	755472	359957	687028	66363	171037	1369621	259328	235751	550062	1925492	130525	1304021	401503	145885
cpd_751	138507	42248	135735	801882	89063	478608	130861	44075	60335	50165	137187	54689	107015	55002	791176	188899	51019	39477	129983	39668	28898	1133285	48650	81570	11852	1157936	220620	246282	79980	481764	146176	716794	171285	135919	685645	112684	100608	592558	117434	128124	1093041	121960	146356	435343	677926	222355	102987	57809	149901	156903	6303725	36380	2915	389116	129946	401911	366540	253379	97499	463364	92108	176128	193695	311574	485320	73146	129359	202089	92661	234714	504762	72901	216890	1990597	380896	153404	360305	1019629	114287	173321	12675	107987	1090971	128857	161966	759581	69815	102542	298947	492597	87890
cpd_752	313319	169972	194848	570996	65467	392006	49084	32974	54386	63532	91883	156186	164538	76296	1129080	86248	54668	179728	183416	77795	18838	1962772	37508	130276	26856	642001	174137	356117	351471	201696	170296	797939	99532	90194	681546	77189	83230	1794582	88313	253790	875025	70334	403964	223063	374499	149869	81634	338116	105100	243006	6362377	50967	110653	352107	122498	237118	349837	155972	82694	288132	162306	370557	135853	316061	606634	49641	82844	326217	82436	222036	516567	65484	190605	925825	245760	109990	265800	1096866	72481	139205	28035	157318	1025341	80935	277916	372727	444159	268597	70768	442762	67729
cpd_753	353263	296555	184468	181410	18165	186453	24602	4171	5955	52420	36956	303166	154961	48467	557380	17226	39412	74469	164969	70277	2493	2432537	7385	121549	30732	169626	58866	310643	328084	38756	62140	362396	29144	6379	218247	5635	11071	1044798	15556	297549	229379	3173	153120	108537	219806	62569	14706	174928	7229	155609	1791338	40861	142769	93366	59557	160751	216310	48165	26941	121820	77055	240642	33336	300320	156866	4603	30874	146381	21162	66409	226974	10518	125269	134501	42250	12285	81411	1167312	4564	51716	18757	131018	397229	3439	304214	112560	139398	97145	3137	141885	5519
cpd_754	3711	19612	7080	32457	473	28956	36			62		11917	541	20	117089		164	9256	5741	292		1595177		5994	11440	282	1828		42120	230	1372	56404	225		1771			265063		247	19940		27320	1732		2086		37814			154727		60445	26855		3580	17820	3650		10470	8168	43098	227	4685	15558		7947	1242			35096		1752	3849			7037	465479			13134		22400			11949	24378	21073		4722	
cpd_755	25475	10556	53819	92352	52583	58240	124875	22499	31561	32500	38468	2844	28240	31679	31077	73174	22162		36554	7156	14070		27220	14676	492	410869	112602	59199		195555	39945	89248	596368	120362	235054	71738	92103	34122	61116	72057	210263	87271		330419	46454	14508	34015	2003	67918	48098	86100	6402		273389	53209	80982	47492	127570	75538	455587	2622	16784	103803		132269	37649	81282	23540	55119	196353	145912	117167	312483		174524	105427	206356	448798	147290	190343	17210	69375	302080	126518	142371	161585	11427	4578	382085	134079	69608
cpd_756	24686	24638	24215	159958	24466	76040	35644	23269	28558	26172	37437	4688	23933	19654	136328	49240	14360	2140	40246	11439	13076		17748	20082	1199	611707	36189	131672	15114	136183	70279	97491	72260	68247	630080	99204	74053	59364	66558	25183	453244	62722	12068	235483	167317	99448	73427	21232	119590	72738	87088	13330		136039	74651	93880	92191	53973	66242	161510	899	16903	26757	45804	55050	31679	46775	64578	55935	42326	107809	36280	49042	154789	71710	80898	122503	181925	57393	109688	1061	41690	311206	95372	122412	172229	3874	10494	119934	149734	54614
cpd_757	42044	72608	29636	133586	13979	63846	12640	20166	16128	15040	20507	5443	25330	19030	144211	30488	10184	13938	33152	8761	11005	4565	13887	30081	885	326130	139005	271022	40254	152752	90444	158585	75742	162255	1440028	209177	146095	152722	109450	110185	279339	164991	51748	121508	113614	31455	108596	53800	193459	77190	116761	30389		63454	134862	88996	79051	41652	119698	109290	10729	33758	53297	191941	128064	79222	70433	163030	101979	30319	128487	97433	49757	635296	134742	147141	101969	51728	126968	186661	3630	114891	331430	161059	179079	110969	14802	27272	98288	211581	125329
cpd_758	36318	55520	22239	35026	923	20711	2247	2689	1983	1899	3268	16392	16091	5212	67275	2691	3136	10732	22766	10475	1532	24129	2588	17121	6659	20774	2556	45073	67471	1999	5421	22372	8276	2510	59421	2568	854	120974	7350	27889	50497	1014	49653	11957	17091	10962	1627	16974	509	10341	7319	1749	32312	23856		23971	26672	4812	1988	6261	31398	36044	4792	74966	28854		11519	13421	1006	10428	13850	7529	17124	106303	4623	598	9386	17083	2393	17269	4757	9417	35153	1714	25599	9714	33279	23383	738	10878	1584
cpd_759	321494	1548928	1444492	771871	760612	960587	1329143	27185	164836	985766	1053485	583857	830112	368632	308545	675255	387762	231758	380204	133265	40719	135511	196000	245040	133394	1640288	634037	227089	10322	2407187	369548	596006	9076440	330344	198577	81238	1578771	2323901	1787584	2557588	1803952	428995	144591	2426186	1753993	353917	237255	205416	215721	725175	2446403	59323	8492	2120306	244236	1224811	1853550	2753996	311206	1819262	264401	454792	2748172	91606	975469	51810	1633026	565225	355376	4968604	1038802	550192	3654959	81355	1324411	121622	979807	1434092	374288	2600801	159992	211162	1777137	219899	205543	1753120	1278906	190918	1663393	447423	100847
cpd_760	825372	1879671	816017	3092848	676311	3659094	1058724	32356	216350	337506	898063	2281167	1897530	742104	5551951	1098159	746783	3482060	1302939	589791	34123	3643699	232371	992738	2192230	2328284	1210108	1415071	1121374	4307421	1408551	1874463	3964843	321640	928846	101531	474717	11552217	1671901	1592690	6523877	325424	5371634	1859099	6751590	5768616	1118092	3950251	366615	455672	4758936	566122	2382153	4376398	419374	2822385	3071413	1425363	379389	1987550	2241729	2630638	1608199	6697429	5606335	131998	1216217	3928779	321860	900044	2788878	448087	3245087	15229314	2147108	497097	2285230	4327323	251256	1055701	754183	329770	4131859	203259	284339	9041159	3554492	3282991	1208018	1432699	121219
cpd_761	1826278	5950357	943192	3155701	173914	2519780	448922	33927	187880	755447	735244	3257944	2800843	1202704	3938663	669272	359685	6474767	2791726	1629973	24836	7165583	247359	2035535	3522616	2549754	1649123	2412573	3289625	1843977	2162206	2100450	3338786	218064	1373245	115839	356073	16445905	1586766	1294390	6114927	163140	7774533	1530348	2326674	5769235	1769390	7198448	291751	780920	7213532	772824	5107383	6419115	323899	4085460	3655685	909900	790955	1496793	2700195	5523725	1929631	8880223	9755439	102242	2770808	1842591	469192	1373558	2689938	1330722	2445489	19972608	2185805	498180	1966542	6318625	201334	1981806	1695056	354465	4307770	185102	581884	2537151	9255984	6067001	394641	1604722	88801
cpd_762	1224656	1238138	886088	1086820	45632	701174	94304	6365	65537	172545	275321	697732	523156	274662	2125303	103967	169770	743921	813671	368819	5185	2618505	46619	407433	806277	632504	309672	917471	2634118	178575	374668	1094850	344567	60493	300052	30199	98664	4212098	221463	852229	2231450	31505	2766432	490208	632364	412518	174451	1279658	80828	586496	1917346	162193	869801	878059	147736	829861	971116	236848	129069	448231	1279666	851676	223779	2355741	1020491	34920	342283	547651	115240	346332	749861	164422	539503	7287858	391218	130571	490185	779086	33521	318944	194264	326302	1149731	32507	640877	302740	1227368	736985	54031	606990	19204
cpd_763	333580	428205	343179	296843	4422	202307	11765		11493	35770	38972	251404	128367	125063	538251	14677	30342	267873	350011	109860		1003981	7835	133349	223197	108331	105785	282189	758266	24003	127523	393750	80660	937	49715		42888	2330810	42885	91149	536665		974745	139183	53243	146811	31520	497527	2190	86018	273050	21876	1045655	493262	4949	261311	297612	83793	14146	134219	399838	599001	81230	412952	346913	1326	166048	92357	17860	55246	280135	62528	184590	1198238	95436	5519	130445	375989		91022	262115	47117	298420		33450	54708	709349	347861	708	153814	231
cpd_764	33312	113626	43100	56900	100	34320		390	298		4552	59055	5091	6357	97033		291	28733	45770	5558		303266	134	24125	76789	3366	1411	46272	77871	435	21479	89118	11433		370		11941	346545	9227	9433	32065		96403	66933	2301	6115		20366		3088	9542		143414	28139		32400	37339	5103		25281	130158	80318	2350	97165	38560		149304	11062		7308	26022	3204	35738	90852			7990	56226		17141	10884	2842	21910		1947	4503	79814	20451		4414	
cpd_765		14560		1960		2295						8456			6123							42463		1628	28432		2980		7888		858	14657						116853			7190		6824	3912									84626				3447			3326	24883	21540		2261	2352		14068				4436						2728	3199					6131				3354	514			
cpd_766	22205	60901	35170	58460	29278	59317	159578	1322	6112	34518	47742	3630	18075	4987	47124	37235	15590	2150	42253	9653	345	16635	3301	10283	1309	241072	19471	9714	3042	23424	12031	52298	161342	12645	15798	5161	53215	81079	24729	38783	87629	14649	395	247184	69418	6351	10983	2314	15904	26993	123468	1104	79824	329002	11716	73556	61371	106369	10074	178052	830	26288	113956	1692	39848	5939	70285	13835	14159	60133	36566	33948	18193		85312	11047	89149	270595	19239	137395	2821	13704	92801	18698	15823	85289	10445	16428	84986	23937	6549
cpd_767	21905	26348	21552	241341	28471	99803	62381	1571	3970	2971	37949	11427	25684	9620	65777	80326	5370	18085	55418	9486	401	4411	5441	17860	10330	417724	48704	46862	750	64769	39894	112243	66474	22523	78451	14627	15001	234135	14935	28697	432352	17394	25892	228779	107083	116026	28570	58907	22393	12732	54646	2096	9725	184894	18452	68565	115060	60861	17352	205769	2695	33732	43532	5630	137696	4569	41661	55455	10244	53946	142286	19706	45468	63648	97947	20184	201630	348361	16943	51298	8447	3039	287239	14120	21239	338867	27125	20620	63393	109114	7908
cpd_768	74477	165432	39987	309410	19920	145475	18577	3351	8562	10782	43474	21992	36328	32111	153713	57070	20760	76519	91975	31256	2878	62343	8577	57191	32849	652420	109971	172671	78160	76674	107135	300813	22329	47096	199435	34909	32191	362108	49078	72839	854000	26685	73057	173274	123375	175293	69127	186730	62992	60766	132759	33885	37323	98467	41816	132870	228084	98708	44009	190438	21442	119163	62634	225022	201705	25687	94714	358229	32875	97805	276567	57694	35275	850373	204634	69544	291676	240893	30080	120942	41923	42552	497756	41890	96053	160118	98120	100209	34325	275136	22721
cpd_769	68957	182138	53187	156037	7006	92251	11974	476	2106	3637	21664	15076	27910	21540	214389	8718	21836	53155	67118	71208	387	166225	2682	47925	30342	136765	50539	138083	254010	23724	54591	137926	63069	8028	41921	1055	5349	255676	32880	88553	605531	2623	132763	59156	65031	61094	26907	292978	6667	46898	64281	23402	42214	56066	3738	119038	145230	44532	17353	76608	83720	81444	26581	272992	98272	843	89099	86073	8867	70054	140542	40366	82550	748548	69893	21232	102647	55918	2437	99535	42583	30879	228238	5052	65866	59779	87069	63260		134213	750
cpd_770	32140	212382	35065	28457		22061	913		476	612	4051	3443	10537	18942	59068	131	2293	30360	48841	25016		112353	1549	34802	14255	21673	15086	43512	107451	5812	11410	35956	41230		11768		399	119729	18169	7579	83849		90827	14686	1248	28061	5865	109661		5459	25606	6835	48954	23352		92088	59333	7090	12626	9479	45304	59825	23933	182902	13495		60257	10019	1217	23387	19152	43022	47813	145234	8408		13418	30282	495	66658	38107	761	23466			4957	63728	34826		6319	
